,Drug_ID,Drug,Y,CanonSmiles,Molecule,StandSmiles
2279,TOX3435,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,0.0,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564630>,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
2280,TOX1690,CCCCCCCCCCC(=O)O,0.0,CCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564690>,CCCCCCCCCCC(=O)O
2281,TOX3063,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5646f0>,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
2282,TOX2341,COc1nc(NC(C)C)nc(NC(C)C)n1,0.0,COc1nc(NC(C)C)nc(NC(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564750>,COc1nc(NC(C)C)nc(NC(C)C)n1
2283,TOX9869,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0.0,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5647b0>,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
2284,TOX2345,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,0.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564810>,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1
2285,TOX13241,CC(=O)CCc1ccccc1,0.0,CC(=O)CCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564870>,CC(=O)CCc1ccccc1
2286,TOX6308,Cc1ccc(N)cc1C,0.0,Cc1ccc(N)cc1C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5648d0>,Cc1ccc(N)cc1C
2287,TOX3691,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0.0,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564930>,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
2288,TOX790,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0.0,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564990>,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
2289,TOX792,O=c1ccc(=O)[nH][nH]1,0.0,O=c1ccc(=O)[nH][nH]1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5649f0>,O=c1ccc(=O)[nH][nH]1
2291,TOX3699,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564ab0>,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
2292,TOX24553,Cc1ccccc1S(=O)(=O)[O-],0.0,Cc1ccccc1S(=O)(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564b10>,Cc1ccccc1S(=O)(=O)O
2293,TOX24559,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564b70>,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
2294,TOX25978,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,0.0,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564bd0>,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C
2295,TOX24682,C=C(C)C(=O)NCCC[N+](C)(C)C,0.0,C=C(C)C(=O)NCCC[N+](C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564c30>,C=C(C)C(=O)NCCC[N+](C)(C)C
2296,TOX25973,Oc1ccc(Cl)c2cccnc12,0.0,Oc1ccc(Cl)c2cccnc12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564c90>,Oc1ccc(Cl)c2cccnc12
2297,TOX25975,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,0.0,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564cf0>,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
2298,TOX243,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,0.0,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564d50>,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2
2299,TOX242,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,0.0,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564db0>,Oc1c2c(c(O)n1SC(Cl)(Cl)C(Cl)Cl)CC=CC2
2300,TOX241,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,0.0,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564e10>,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
2301,TOX247,CNC(=O)Oc1cccc2ccccc12,0.0,CNC(=O)Oc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564e70>,CNC(=O)Oc1cccc2ccccc12
2302,TOX244,NNC(N)=O,0.0,NNC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564ed0>,NNC(N)=O
2303,TOX23782,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,0.0,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564f30>,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
2304,TOX24686,COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,0.0,COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e564f90>,COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N
2305,TOX21317,O=C(O)c1cc(I)cc(I)c1I,0.0,O=C(O)c1cc(I)cc(I)c1I,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565030>,O=C(O)c1cc(I)cc(I)c1I
2306,TOX29124,O=C(CC(=O)C(F)(F)F)c1ccccc1,0.0,O=C(CC(=O)C(F)(F)F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565090>,O=C(CC(=O)C(F)(F)F)c1ccccc1
2307,TOX29127,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,0.0,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5650f0>,O=C1CCCc2c1cc1ccc3cccc4ccc2c1c34
2309,TOX2411,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0.0,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5651b0>,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
2310,TOX25208,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,0.0,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565210>,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC
2311,TOX25202,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,0.0,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565270>,CN=C(NC#N)Nc1ccc(C2=NNC(=O)CC2C)cc1
2312,TOX25203,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,0.0,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5652d0>,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O
2313,TOX25204,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,0.0,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565330>,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3
2314,TOX25206,O=c1[nH]oc2c1CCNC2,0.0,O=c1[nH]oc2c1CCNC2,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565390>,O=c1[nH]oc2c1CCNC2
2315,TOX27597,CC(COCCO)OCCO,0.0,CC(COCCO)OCCO,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5653f0>,CC(COCCO)OCCO
2316,TOX27594,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0.0,CCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565450>,CCCCCCCCc1ccc(S(=O)(=O)O)cc1
2317,TOX5998,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5654b0>,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1
2318,TOX5997,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565510>,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
2319,TOX27592,Oc1cc2ccccc2c2ccccc12,0.0,Oc1cc2ccccc2c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565570>,Oc1cc2ccccc2c2ccccc12
2320,TOX5991,O=Nc1ccc(O)cc1,0.0,O=Nc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5655d0>,O=Nc1ccc(O)cc1
2321,TOX26570,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.0,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565630>,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
2322,TOX26575,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,0.0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565690>,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
2323,TOX26579,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,0.0,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5656f0>,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O
2324,TOX26578,O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,0.0,O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565750>,O=S(=O)(O)c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1
2325,TOX1921,OCC#CCO,0.0,OCC#CCO,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5657b0>,OCC#CCO
2326,TOX26313,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0.0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565810>,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5
2327,TOX26319,CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,0.0,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@]34C1[C@H]([C@H](OC)[C@H]23)[C@]1(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](O)(C[C@H]24)[C@@H](OC)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565870>,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@]34C1[C@H]([C@H](OC)[C@H]23)[C@]1(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@](O)(C[C@H]24)[C@@H](OC)[C@@H]1O
2328,TOX26318,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5658d0>,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
2329,TOX12646,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565930>,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
2330,TOX12647,N#CSCSc1nc2ccccc2s1,0.0,N#CSCSc1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565990>,N#CSCSc1nc2ccccc2s1
2331,TOX7591,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],0.0,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5659f0>,C=CC(=O)NC(C)(C)CS(=O)(=O)O
2332,TOX7593,Clc1ccc(C(Cl)(Cl)Cl)cc1,0.0,Clc1ccc(C(Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565a50>,Clc1ccc(C(Cl)(Cl)Cl)cc1
2333,TOX7595,CCCCCCCCS(=O)(=O)[O-],0.0,CCCCCCCCS(=O)(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565ab0>,CCCCCCCCS(=O)(=O)O
2334,TOX7594,Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,0.0,Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565b10>,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1
2335,TOX7833,CCc1cccc(C)c1N,0.0,CCc1cccc(C)c1N,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565b70>,CCc1cccc(C)c1N
2336,TOX7599,O=C([O-])CS,0.0,O=C([O-])CS,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565bd0>,O=C(O)CS
2338,TOX7844,C[C@]12C(=O)OC(=O)[C@H]1[C@H]1C=C[C@@H]2C1,0.0,C[C@]12C(=O)OC(=O)[C@H]1[C@H]1C=C[C@@H]2C1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565c90>,C[C@]12C(=O)OC(=O)C1[C@H]1C=C[C@@H]2C1
2339,TOX7841,CC(C)CCCCCOC(=O)CS,0.0,CC(C)CCCCCOC(=O)CS,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565cf0>,CC(C)CCCCCOC(=O)CS
2340,TOX12641,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,0.0,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565d50>,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12
2341,TOX7837,CCC(O)OCC(C)OC(O)CC,0.0,CCC(O)OCC(C)OC(O)CC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565db0>,CCC(O)OCC(C)OC(O)CC
2342,TOX25002,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,0.0,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565e10>,COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC
2343,TOX7834,C=CC(=O)OCCC(=O)O,0.0,C=CC(=O)OCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565e70>,C=CC(=O)OCCC(=O)O
2344,TOX25003,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0.0,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565ed0>,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1
2345,TOX4160,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],0.0,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565f30>,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
2346,TOX26126,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,0.0,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e565f90>,CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O
2347,TOX28551,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-],0.0,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566030>,CC(CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)CC1C(=O)O
2348,TOX1193,CC(C)NCC(O)c1ccc2ccccc2c1,0.0,CC(C)NCC(O)c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566090>,CC(C)NCC(O)c1ccc2ccccc2c1
2349,TOX3518,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5660f0>,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
2350,TOX1191,Nc1ccc2cc3ccc(N)cc3nc2c1,0.0,Nc1ccc2cc3ccc(N)cc3nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566150>,Nc1ccc2cc3ccc(N)cc3nc2c1
2351,TOX1196,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5661b0>,CC(C)Nc1nc(Cl)nc(NC(C)C)n1
2352,TOX1195,O=S1(=O)CCCO1,0.0,O=S1(=O)CCCO1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566210>,O=S1(=O)CCCO1
2353,TOX27041,C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],0.0,C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-],<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566270>,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O
2354,TOX27042,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,0.0,CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5662d0>,CC(=O)C=CC1=C(C)CCC(C)C1(C)C
2355,TOX27044,CCCCCCCCCCCC(=O)OCC,0.0,CCCCCCCCCCCC(=O)OCC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566330>,CCCCCCCCCCCC(=O)OCC
2356,TOX27045,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,0.0,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566390>,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C
2357,TOX27046,CCCCOC(=O)C(C)CC,0.0,CCCCOC(=O)C(C)CC,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5663f0>,CCCCOC(=O)C(C)CC
2358,TOX19721,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566450>,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
2359,TOX24782,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,0.0,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5664b0>,Nc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O
2360,TOX24787,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,0.0,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566510>,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1
2361,TOX24784,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,0.0,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566570>,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C
2362,TOX24967,OCC1(CO)COCOC1,0.0,OCC1(CO)COCOC1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5665d0>,OCC1(CO)COCOC1
2363,TOX24788,O=S(=O)(O)c1ccc2ccccc2c1,0.0,O=S(=O)(O)c1ccc2ccccc2c1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566630>,O=S(=O)(O)c1ccc2ccccc2c1
2364,TOX24963,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,0.0,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566690>,Cc1cc(=O)n(-c2ccc(C(=O)O)cc2)[nH]1
2365,TOX24960,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,0.0,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5666f0>,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1
2366,TOX24961,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,0.0,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566750>,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C
2367,TOX2647,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e5667b0>,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
2368,TOX2644,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,0.0,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566810>,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1
2369,TOX2643,CCC1(CC)C(=O)NC(=O)NC1=O,0.0,CCC1(CC)C(=O)NC(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x7fcf9e566870>,CCC1(CC)C(=O)NC(=O)NC1=O
